366;ELE70;CBC;2-nov-20;Box;0;2.5;1.2;18.5;Semidestruido;Sin comentarios;Indeterminado;VERDADERO;VERDADERO;Obstruido;VERDADERO;VERDADERO;Agrietado;VERDADERO;VERDADERO;Sin comentarios;RegFotografico\I_70\Mis_coordenadas_GPS_1603634949674.jpg;RegFotografico\I_70\20201025_091012.jpg;RegFotografico\I_70\20201025_091216.jpg;RegFotografico\RegVacio.png;3.607547222;-76.31160556;PALMASECA - ROZO - EL CERRITO
367;ELE71;CBC;2-nov-20;TuboPasant;0.9;0;0;19;Bueno;Sin comentarios;Indeterminado;FALSO;VERDADERO;Obstruido;FALSO;VERDADERO;Agrietado;FALSO;VERDADERO;Sin comentarios;RegFotografico\I_71\Mis_coordenadas_GPS_1603634647083.jpg;RegFotografico\I_71\20201025_090527.jpg;RegFotografico\I_71\20201025_090651.jpg;RegFotografico\I_71\20201025_090549.jpg;3.6266;-76.29660278;PALMASECA - ROZO - EL CERRITO
368;ELE72;CBC;2-nov-20;TuboPasant;0.9;0;0;18;Bueno;Sin comentarios;Bueno;VERDADERO;VERDADERO;Bueno;VERDADERO;VERDADERO;Bueno;VERDADERO;VERDADERO;Sin comentarios;RegFotografico\I_72\Mis_coordenadas_GPS_1603634354257.jpg;RegFotografico\I_72\20201025_090002.jpg;RegFotografico\I_72\20201025_090057.jpg;RegFotografico\I_72\20201025_090016.jpg;3.616744444;-76.310375;PALMASECA - ROZO - EL CERRITO
370;ELE74;CBC;2-nov-20;TuboPasant;0.9;0;0;40;Bueno;Sin comentarios;Indeterminado;FALSO;VERDADERO;Obstruido;FALSO;VERDADERO;Agrietado;FALSO;VERDADERO;Sin comentarios;RegFotografico\I_74\Mis_coordenadas_GPS_1603633898910.jpg;RegFotografico\I_74\20201025_085249.jpg;RegFotografico\I_74\20201025_085341.jpg;RegFotografico\I_74\20201025_085300.jpg;3.618719444;-76.30571944;PALMASECA - ROZO - EL CERRITO
371;ELE75;CBC;2-nov-20;Box;0;1.5;0.9;12;Semidestruido;Sin comentarios;Indeterminado;FALSO;VERDADERO;Obstruido;FALSO;VERDADERO;Agrietado;FALSO;VERDADERO;Sin comentarios;RegFotografico\I_75\Mis_coordenadas_GPS_1603633696787.jpg;RegFotografico\I_75\20201025_084940.jpg;RegFotografico\I_75\20201025_085038.jpg;RegFotografico\I_75\20201025_085038.jpg;3.621338889;-76.3023;PALMASECA - ROZO - EL CERRITO
372;ELE76;CBC;2-nov-20;TuboPasant;0.9;0;0;19;Agrietado;Sin comentarios;Indeterminado;VERDADERO;VERDADERO;Obstruido;VERDADERO;VERDADERO;Agrietado;VERDADERO;VERDADERO;Sin comentarios;RegFotografico\I_76\Mis_coordenadas_GPS_1603633385103.jpg;RegFotografico\I_76\20201025_084456.jpg;RegFotografico\I_76\20201025_084554.jpg;RegFotografico\I_76\20201025_084507.jpg;3.621313889;-76.30238889;PALMASECA - ROZO - EL CERRITO
373;ELE77;CBC;2-nov-20;TuboPasant;0.9;0;0;17;Agrietado;Sin comentarios;Indeterminado;FALSO;VERDADERO;Obstruido;FALSO;VERDADERO;Agrietado;FALSO;VERDADERO;Sin comentarios;RegFotografico\I_77\Mis_coordenadas_GPS_1603633012516.jpg;RegFotografico\I_77\20201025_083801.jpg;RegFotografico\I_77\20201025_083858.jpg;RegFotografico\I_77\20201025_083822.jpg;3.626577778;-76.29546667;PALMASECA - ROZO - EL CERRITO
374;ELE78;CBC;2-nov-20;Box;0;2;1;17;Semidestruido;Sin comentarios;Indeterminado;FALSO;VERDADERO;Obstruido;FALSO;VERDADERO;Agrietado;VERDADERO;VERDADERO;Sin comentarios;RegFotografico\I_78\Mis_coordenadas_GPS_1603632791045.jpg;RegFotografico\I_78\20201025_083354.jpg;RegFotografico\I_78\20201025_083428.jpg;RegFotografico\I_78\20201025_083442.jpg;3.626672222;-76.29561389;PALMASECA - ROZO - EL CERRITO
375;ELE79;CBC;2-nov-20;TuboPasant;0.9;0;0;16;Agrietado;Sin comentarios;Indeterminado;FALSO;VERDADERO;Obstruido;FALSO;VERDADERO;Agrietado;FALSO;VERDADERO;Sin comentarios;RegFotografico\I_79\Mis_coordenadas_GPS_1603632349610.jpg;RegFotografico\I_79\20201025_083047.jpg;RegFotografico\I_79\20201025_083213.jpg;RegFotografico\I_79\20201025_083103.jpg;3.631527778;-76.29403611;PALMASECA - ROZO - EL CERRITO
377;ELE81;CBC;2-nov-20;TuboPasant;0.9;0;0;18;Agrietado;Sin comentarios;Indeterminado;VERDADERO;FALSO;Obstruido;VERDADERO;FALSO;Agrietado;VERDADERO;FALSO;Sin comentarios;RegFotografico\I_81\Mis_coordenadas_GPS_1603631898044.jpg;RegFotografico\I_81\20201025_081917.jpg;RegFotografico\I_81\20201025_082013.jpg;RegFotografico\I_81\20201025_081934.jpg;3.632319444;-76.294075;PALMASECA - ROZO - EL CERRITO
378;ELE82;CBC;2-nov-20;TuboPasant;0.9;0;0;17;Bueno;Sin comentarios;Bueno;VERDADERO;VERDADERO;Bueno;VERDADERO;VERDADERO;Bueno;VERDADERO;VERDADERO;Sin comentarios;RegFotografico\I_82\Mis_coordenadas_GPS_1603631675670.jpg;RegFotografico\I_82\20201025_081542.jpg;RegFotografico\I_82\20201025_081647.jpg;RegFotografico\I_82\20201025_081552.jpg;3.632605556;-76.29399444;PALMASECA - ROZO - EL CERRITO
379;ELE83;CBC;2-nov-20;TuboPasant;0.9;0;0;14;Agrietado;Sin comentarios;Bueno;FALSO;VERDADERO;Bueno;FALSO;VERDADERO;Bueno;FALSO;VERDADERO;Sin comentarios;RegFotografico\I_83\Mis_coordenadas_GPS_1603631427718.jpg;RegFotografico\I_83\20201025_081140.jpg;RegFotografico\I_83\20201025_081225.jpg;RegFotografico\I_83\20201025_081149.jpg;3.633855556;-76.29371944;PALMASECA - ROZO - EL CERRITO
380;ELE84;CBC;2-nov-20;TuboPasant;0.9;0;0;14;Agrietado;Sin comentarios;Bueno;VERDADERO;VERDADERO;Bueno;VERDADERO;VERDADERO;Bueno;VERDADERO;VERDADERO;Sin comentarios;RegFotografico\I_84\Mis_coordenadas_GPS_1603631133093.jpg;RegFotografico\I_84\20201025_080654.jpg;RegFotografico\I_84\20201025_080822.jpg;RegFotografico\I_84\20201025_080710.jpg;3.633930556;-76.29391111;PALMASECA - ROZO - EL CERRITO
